chunk3360 我这儿把电池放里面它怎么显示换电失败是怎么回事
chunk6586 我的这锂换电然后刚注册的新用户然后扫码换电的时候它始终在连接不上是怎么回事
chunk4256 寄存放了我自己电池进去了然后打不开的
chunk3835 干嘛我取电池吃饭呢本机号码
chunk5830 如果我想比如说我套餐还有几天就用完了我再买一个套餐再买两个套餐那么我连续再买两个套餐那么他是不是说我可以这样买吗
chunk6268 我之前有一个号码但是现在没用了然后登录不上去
chunk320 客服我这边电池不用了我地方怎么放怎么放不进去
chunk3806 贵府花园充电桩为什么显示不了了老是显示网络错误
chunk652 我说这边梦溪小镇这边有一个柜子怎么这么多绿色的怎么没有都没有电吗
chunk49 你的意思是我用的六十max的电池我还必须得在max的电池柜里去还是吗
chunk4260 我电池放进去了然后它新电池没有弹开
chunk6674 我上次有一个电池我把它寄存了然后我现在取不出来呀
chunk6704 你帮我应急用电开一下我没电了我上我去一下恒星广场等一下就换了我现在没电了一点电都没
chunk5628 我们自己那边的镇上也可以换电的那说明我们两个点都可以换电么
chunk3496 我电池放进去了关上门了然后不给我开别的电池
chunk1859 说转账那边能不能搞个点
chunk8062 我本手机现在卡的话我现在不用了怎么办呢这里边的钱
chunk3235 刚才我换电的时候好像放错柜子了我电池放进去了然后退不出来了
chunk8456 我电池放进去了然后不会弹出来了电池取不了
chunk3766 我这边的租你电池电池是不是你们给我断电掉了
chunk979 如果你把我余额还扣退掉吧
chunk6666 寄存服务为什么我寄存完以后它显示是还剩下二十八天十三个小时然后我一我隔了两天没用然后我今天一打开一用它又减掉了十几个小时是怎么回事
chunk6247 我电池怎么拿不出来放进去了
chunk64 我现在他那里又没有max的线材然后我扫了然后他说领不了领不了max的线材也领不了六十伏的线材但是我已经拿了一个六十伏的电池了
chunk2226 那我现在没在跟前儿我回来我到了跟前我再给你报一下行吗
chunk5088 我这边有一张充电小斑马卡丢掉了赶紧给我解绑一下我线上再给他补办一张卡
chunk3641 我年前存的电池年后怎么用不了
chunk5737 电池是不是有个寄存功能呢
chunk3779 我手机号码之前不是租了很久的电了嘛线呢它里面有点坏掉了
chunk6571 我手机号码认证的我是报哪个号给你看能看到我账号
chunk7099 现在我的是还到八号仓了然后他给我吞了然后我现在再扫一下二维码的话他是让我再存入电池我已经存进去了存到八号了
chunk412 我这边没有感电器这边电柜里面
chunk6178 能帮我查一下我电池电话刚门锁起来了能不能帮我开一下
chunk8293 我是程运出行的我家有一个人在转现在要转天数池是你们这边不给转
chunk6462 我申请了优惠券申请了怎么还得要押金呢我以前都没用过押金
chunk2017 我用的是六十伏的套餐然后可不可以换成六十max的套餐
chunk2502 我十一月份换电池了
chunk1497 我在其他城市用电我把之前退了你看这边能处理一下吗
chunk7031 我朋友的车子我在这里扫了一个你们的换电他车上自带了一个转接头我不小心给放进去了然后关上门开不开了现在
chunk1979 还有我的审核怎么审核没过呢
chunk5970 我地图电池怎么显示不出来了
chunk3214 我有他有一个我就我之前有逾期了嘛他昨天他扣费了五百那是什么意思
chunk4621 你看我电池我按到什么断电了在哪里弄
chunk5567 帮我查一下我的我的电瓶在哪里我的号码是15558098357
chunk8120 搞了半天那柜子也不弹开还好我用手给抠开了门也不灵活
chunk7845 我现在回家了我的电池交给一位骑手帮我去换就帮我去退了他现在柜子那里他换不了然后你能不能帮他打开一下他是怎么弄的
chunk2811 你们充电是怎么收费的
chunk599 我新用户他取电的时候怎么一扫了一个码他就变成换电了要把要把旧电池放进去是新用户呀
chunk1298 我是今天刚注册的然后换电柜我扫了一下我这边柜子没开它显示其他地方的柜子开了这怎么弄
chunk8295 修改手机不能修改修改不了现在关键是你一修改就提示账号已存在
chunk4023 东莞地方一个电柜怎么找不到
chunk861 说我昨天我充了两块钱那今天起来电的话还是不会跑不会走呀不会走那两块钱他也不给我退呀等一下
chunk3070 我换电我账号是深圳号的我现在广州换电
chunk7548 你们电池我现在是在深圳
chunk174 我的电池它打开拿不出来麻烦帮我协助一下帮我远程操控一下好吗拿出来
chunk825 我刚申请的解除禁止取电然后请问怎么样了因为我现在等着的
chunk2004 电池只能在一片区域使用吗
chunk6143 可以后台给我看一下我验证码吗
chunk5325 支付宝的免押金
chunk485 新津这边有没有电池哪个地方会有换电的地方
chunk7282 我扫码换电失败开门开不了
chunk6850 请问怎么把没用的套餐转现金转给我
chunk7390 我想申请个券儿
chunk7791 那个电池是我要还了嘛然后我寄存了然后他会照那时间自己还进去的吗
chunk908 我前两天用充电桩的时候它显示没连接然后我充了走过两次一次是两块钱然后它没充进去嘛然后现在钱扣了也不给我退还
chunk5070 租电池的话怎么租
chunk950 我这边这电池不要二还有二十五天嘛我这边现在不用电池了因为我在这边的城市没有环境我想说我把套餐可以退了没有可以可不可以退了呀
chunk2122 咱们充电扫完上面的二维码之后它显示的是让我登录手机号然后登录手机号之后我试了好几次都显示我绑定过我的手机号那绑定了手机号之后在哪登录呢
chunk4298 新出的电池高度有没有比旧的电池高
chunk7720 我这上个月二号注的电瓶租的电池怎么逾期了刚才显示今天这咋还没到呢怎么逾期了
chunk3721 押金咋个退
chunk5975 那我现在过来广州了因为我想重新租电池我不需要再交押金了吧我东莞那边有押金
chunk6221 你们寄存功能我电池放进去寄存之后我是不是套餐时间就停止了
chunk5571 我放进去的时候把线塞进去了您帮我开一下线柜我把线取出来
chunk6884 我昨天充电订单异常关闭您帮我看一下
chunk3160 怎么我APP打开首页的话看不了最近的换电点
chunk6002 雨花雄空路的电池太少了呀
chunk6738 我刚租了一个电瓶那CS找到一但是孔跟我电动圈好像配不到呀
chunk3231 我刚充了五号插座然后收到了告警的信息我现在换到四号了还是说告警
chunk2838 我刚换了个电池换了个十一号十一号门好像打不开我现在又拿了个六号出来电池但是不显示电量我APP上不显示电量还会显示之前十一号电池
chunk6470 这套餐到没到期
chunk4227 就他电池他不是续费了吗为什么我这边上面显示要去付五百块钱是什么钱
chunk620 我换电失败我看了我看电子数据一号柜但是不显示
chunk3346 咱家充电是跟政府合作还是个人合作
chunk6632 我换电套餐买过之后电池我车装不上我申请申请退款了
chunk7578 他电池是不是把电给关了他现在电瓶车没反应了
chunk3098 我刚电池放进去了没有电池出来
chunk2468 我这个账号昨天退还电池了吗退还了吗
chunk2846 充电卡遗失掉了然后弄了挂失挂失以后APP里查不到自己的电卡号码了
chunk6371 我账号呢是在绍兴骑行这边注册的是吧那我就想到绍兴下面的县市去换电池可以换吗
chunk4364 2022
chunk1494 你们装这电柜有什么用你这又没电池
chunk7864 901990194317
chunk6116 我不是寄存了电池吗我这里柜子扫了都扫不出来
chunk1037 这是这锂换电客服吗
chunk4976 我这里有个柜子他六号柜门打不开他一直要开六号门怎么办
chunk3259 刚才我已经联系了客服因为我电池要一交押金我现在弄不了有时候跟我把东西往后面延几天他给我延他没给我弄呀
chunk5641 我传了1个电池现在想激活它取出来怎么激活不了
chunk7572 你刚才跟我说的我绑定了他怎么扫一扫还出现
chunk6766 你们那种箱子是一个什么流程说代理这一块有没有代理这一块的
chunk594 买了个线在箱子没出杭州的
chunk7759 我这个账号我昨天才租的我想去别的城市我还想继续用我怎么办呢
chunk5492 我上次电池寄存了我帮你扫码他让我放入旧的电池
chunk8146 我现在是这么个情况我锂电昨天晚上丢失了然后现在没找到如果要赔付的话电池是怎么赔付的
chunk3645 咱电池能退一下吗
chunk7490 我这现在我不用电池了完了我往回退押金我这都三个工作日了这押金还没给我退呢
chunk40 还是你吗我刚才打电话投诉他是不是还是你接电话
chunk348 你帮我看一下柜子怎么情什么情况明有空格为什么说没有满电换不了
chunk169 我这里的剩余额的天数可以我可以提现吗说我意思说我不租了然后剩下的我就不用了还剩三天
chunk600 我刚点我是在北京站长那块不见年会租个车
chunk6929 我电池被拿走了会不会是管理的人拿走的
chunk5911 我已经到期了然后现在电池没有电了我明天要把电池拿去还有车拿去退掉了
chunk2097 刚我电池是什么原因导致短路的你可以查一下吗
chunk7613 那请问电池可以存多久呢
chunk4295 我把电池放进去忘了取出来了然后就没法取了
chunk5467 我电池我退到电柜里面你帮我看一下有没有系统有没有显示
chunk7252 前两天我租了套电池我可不可以把它退出来可不可以退钱
chunk983 一个电池每次都没有充电线那种转换线它插不进去它容易一抖就掉
chunk4446 帮我换成四十八伏是吧
chunk3376 那我刚退的电怎么钱没有退给我
chunk6995 我昨天刚买了套餐的怎么今天显示说是扫码扫不了它怎么上面又显示什么新国标六十的四十八的
chunk3426 咱们这边常州市新北区这边有没有电柜
chunk1546 我在这里换电的话电池被我放进去了被锁住了然后我换的电池它也没有弹开
chunk785 有人联系的你们总你们我不知道是他这是他个人行为还是你们总部就这样规定的为什么我十三的十三天的电不要退我六天还是七天凭什么要扣我六七天
chunk2734 我是过年前存的电还有剩几次的用电现在我扫码扫不了是怎么回事
chunk6046 套餐转让怎么转让
chunk6393 我换电套装我去年好像十二月份租的我一直没用我现在把它退掉怎么变成押金没有了
chunk1568 我之前存的这里面还有几天然后我现在取电激活它取不了
chunk4003 小斑马系统我们小区里撤出了你们的余额怎么提出来
chunk3582 我这里有个电池我放错了然后我现在扫不出来了咋搞呀
chunk6014 你帮我查一下我手机我手机号上面有一块电池然后好像有一个赔付订单
chunk4370 我这有块电池是我朋友的然后我骑出来然后路上没电了我就能打电话你给我换一个吗
chunk5551 你帮我看一下山头科技大厦充电桩一号机能充吗我现在就往过走因为到处都是坏的
chunk7233 这边电池怎么换不了了
chunk6608 充电桩这里我钱搞回去之后它没充电
chunk977 我买错套餐了能不能退
chunk784 我滞纳金是什么情况呀
chunk788 增城哪里我看新塘镇那边新塘镇那边新塘镇那边增城增城区
chunk4954 咱们续费我记得上月是三百一月怎么变成三百二了是吗
chunk8244 我换电池的时候我这有一根转换线让我给放里边了我现在怎么才能打开呀
chunk1379 我们重庆这一边你知不知道我们小区要想搞一个充电桩
chunk192 电池现在它会温度过高了吗
chunk4378 我交押金我是免押金的呀
chunk1619 我电池放进去了它不出电池
chunk5538 如果需要提供电池的一个发票电池加个就东西
chunk5240 把我这上一笔订单有一个押金退款审核中给审核一下呗
chunk6211 我现在关电之后关柜门的时候不小心把我线绞在门上面了能不能开一下
chunk86 我现在这充电了把币投进去以后不通电好像坏着呢10号
chunk1126 客服人员咱们电池我租的时候需要百十公里现在有的时候是五十公里有时候新租的三百一十九块钱套餐他有的候五十公里都跑不到呀
chunk6358 我要在这锂注册电池的话他这边有线提供没有那柜子里面
chunk2098 我这个套餐我剩余额的天数我先给他退掉我不想用了然后钱能退吗
chunk773 我都用了两年了还要买吗
chunk5068 我有一个账号电池被扣了我现在想交押金赔电池
chunk2160 我电池放反了你能帮我说重新打开一下吗
chunk6430 请问你们这里是不是叫是叫杭州宇谷科技有限公司
chunk2258 我现在有一个电池我已经寄存了但是我这上面还是显示要寄存
chunk1118 最高伏最高伏max这能不能免押吗
chunk7673 你电池能临时帮我开启一下吧我归还掉
chunk6748 我电瓶现在换不了电呀不知道什么原因
chunk5918 我已经把电池还回去了然后退电怎么退不了呀
chunk2147 进去给他放进去他不出来
chunk6940 我这为什么电动车充电也不充电了它不退金呢
chunk4436 呀因为我之前用电池嘛平时有时候买的多有时候买的少然后就很少买长期的套餐嘛然后我现在看到你们好像是最近才推出按次算的套餐对不对
chunk7958 我这里的电池我电动车用不了然后现在套餐买完了用了两天能不能把电池拔了之后套餐这能不能备一下
chunk6471 我的新买的电动车它用不了电池
chunk5287 我换电池我旧电池放一个新电池不出来是怎么回事
chunk3052 我在基轮上他买了线然后他没吐出来
chunk4169 我找了一个电柜然后它显示已开门柜门不打开我现在取不了电池然后又取不了别的
chunk1804 帮我把光明园十二栋把打开一下
chunk7709 我充电充一半突然之间断电了怎么回事
chunk69 我电池线的转接线锁到箱子里面去了
chunk6731 我跟你说一下这边有一个柜子之前给你反馈过怎么现在还是不通电呀下沙西文创大厦这里
chunk2030 我电池还有二十二个小时然后他要交押金他才能用了我不用免押了
chunk8417 我就刚才我把要换的电池放在柜里嘛然后就一直洗不出来的什么东西
chunk7152 他这柜子打不开呀我扫了很多次他打不开嘛
chunk3028 注册手机号是吗159
chunk2315 我刚从这里租了一个你家的电池嘛然后我拿出来我又给他我又给他放进去了我再想拿出来它就显示我的电池已经在我身上了嘛
chunk2288 帮我看一下我的电池我的电池放不了电了检测不出来放了几个柜子都不换新电池
chunk6057 我想寄存电池是什么意思呀我有点不懂
chunk2971 我昨天下午充电不是充两块钱的嘛结果它就充了一个小时就提示什么过载都自动断了
chunk1718 我们电池锁在电柜里了帮忙给我开一下柜
chunk3662 就换电失败说未知换电站无法取电什么情况
chunk4418 我现在正在用的用这号码吗18168
chunk3579 我现在租的是四十八伏的您在那里可以帮我转成六十伏的吗
chunk4770 我扣钱了但是电没充上是什么情况呢
chunk3758 为什么你电池给我芝麻信用分掉了
chunk6045 我是四十八伏的电池是吧
chunk863 麻烦你帮我查一下玉溪市红塔区凤凰街道办事处这里充电桩的管理的是谁
chunk2471 我这个电动车充电为什么两个小时就说充电结束了
chunk3246 我寄存电池然后我寄存之后他发短发短信我输我寄存失败然后过来重新扫了之后显示开箱我结果他不开箱
chunk1246 我这有一个电池我找了一下柜子开了然后我关上门之后它不显示然后再取电池取不出来
chunk2244 我买了一根线他出不来
chunk7158 我现在要把电池押金退了但是现在我人没在机柜旁边但是他拍二维码给我不得行呢
chunk814 我退电我都走了他给我发个信息显示退电失败我站的时候电池放好了呀
chunk3352 帮我开下柜把电池放回去拿个老版的电池出来202
chunk2474 我做了这个这锂电池的六十max的这个套餐我去的下一个地方他那里没有六十max他只是普通的六十伏然后能换吗
chunk1745 我电池刚才有一个他换了个max然后他把我电池拿了我拿max现在存到里面我要现在没有电池出来
chunk1202 电池出不来了你那边搞一下
chunk1140 我换了六十的电六十伏的电瓶然后我买的电瓶车他用不了然后你们这边最大的型号的他能不能用72的电瓶车呢
chunk1479 我微信公众号充电我第一次使用刚也注册了登录了扫码扫充电桩的码他不行充不了然后显示什么呢
chunk3117 我买线为什么没线没出来呢
chunk8257 我电池到期了我现在我因为另外有一个号是这锂换电的我准备把它转到上面但说转不过来我就想把我号来注销了之后再把号转过来
chunk8125 我还电池的我把电池还掉的话上面有个还电池就行了对吧
chunk7804 我为什么显示是扣了五百
chunk3546 我寄存还有十六天今天怎么剩四六天的啦
chunk3406 我在这里寄存件这里有三个空格他怎么显示退电不成功嘞
chunk1884 我的换电柜我的电瓶放进去了门也关上了电瓶没出来
chunk76 我刚才买了套餐但是他线去哪里领
chunk2296 浙江嘉兴的套餐能在杭州临平用吗
chunk2337 你们那电池你们这电池铺的圈铺的电池太少了电池
chunk6348 为什么我这边续了钱以后我扫码还要我继续要付钱呢
chunk547 我这买了能退吗
chunk6436 十五号电柜电池他还进去了他门我也关紧了他说我没关闭门然后他不给我送新电池快点帮我刷新一下我要拿个新电池手上有单
chunk5801 我电动车好像丢了跟电池一起没的您能帮我定位一下电池在什么位置吗
chunk5554 电池为什么被关闭了
chunk2240 我之前不说二十块钱可以换线嘛怎么现在换不了
chunk7393 我刚在这里买了一根线怎么没掉下来
chunk1965 我刚申请的这锂换电的用户怎么现在通过这么慢呀
chunk1776 押金他租的话支付宝的什么码没有信用度然后需要押金的吧
chunk4488 现在我的电池放进箱子里面了但是他没有给我开门我现在没有电池
chunk3755 我刚第一次换电然后不是让我扫码领取线材嘛
chunk6623 我车子被交警抓进去了得扣几天才能给你还过来我可以把咱们电池暂停吗
chunk3046 我租了个电池我需要个电话联系电池和电瓶车需要改线
chunk7287 扫码把电池柜打开之后从电池柜箱打开之后呢我把电池放进去之后呢关闭舱门关闭舱门之后呢新的电池没有及时打开门是怎么回事
chunk7240 我是异地然后我重新租它显示什么押金怎么弄
chunk7809 我扫码然后打不开然后再输入柜子编号它总是显示换电失败未知换电站
chunk3378 王景旗红旗农贸大厅九号桩充电九号充电桩这是按功率充电的吗
chunk4844 我套餐现在时间已经到了我想把电池还进去但是我不在那现在我让我爸去了然后这现在要怎么操作呀
chunk5959 为什么我这边换电换不了呢
chunk827 电动自行车充电它一块钱是多少分钟来着多少小时
chunk1959 我的电池找不到怎么办
chunk2284 刚刚我们喊得把我们取消人脸的他是我们这儿还是美团站点还是给他注册不了
chunk3778 我这电动车充的电刚才断了两次了充了两三分钟就断了
chunk925 我今天早上在里面是充电是充到现在我来看不知道谁把电源给拔了它就没充上跟你说
chunk3522 我换电柜然后我放进去了他没触底我就把门关上了然后显示就换不了了
chunk5857 我寄存转让把天数转让这样可以弄吗想转给其他手机号
chunk8298 那个电是怎么归还呢那个线材
chunk7385 把我电池柜子开一下我刚不小心关上了取不出来
chunk5386 我刚换电然后忘记取电池出来把门关了你帮我开一下呗
chunk7768 我换电柜它电池进去然后它不显示
chunk1780 我刚放刚扫描我好像放错了然后他现在不出来了放那个电柜换电柜
chunk7790 这边徐州这边南区的充电桩怎么不能充电了
chunk6198 刚才我电瓶用着用着短路了我有换
chunk457 我这是怎么刚才我充了充电桩他怎么没有退钱给我我的我六个小时没有打到你钱都不退给我吗我充了两块钱的
chunk2985 过年套餐到期当时赶着回家忘忘记还电池了现在搞逾期了现在续租是不是要交逾期的费
chunk5506 这边你们能不能把订单给取消掉把钱退给他们等一下
chunk2059 这锂换电的六十伏跟六十max是有什么区别吗
chunk4648 我在南京浙北超市这里一号电柜我放进去了怎么打不开我的电瓶放进去打不开了
chunk906 我这边电柜你们可以派人多放两个电瓶吗柜子放一个电瓶我们都没电坏呀这怎么搞
chunk2999 昨天我给他打电话他说把什么骑手的取消了我今天换电还是扫不了
chunk6000 我电池我要存我要退我暂时退掉他为啥发短信说退掉失败呀
chunk694 我刚放上电池了他咋说我没放上来
chunk420 我想退电池没有空格怎么办呢
chunk8080 就手机号他手机卡它没了我电瓶还有一天到期我要给他还了然后现在还不了
chunk6516 我这有个电池我找不到了然后我想把它退了
chunk3296 我的电池被吃掉了你赶紧帮我查一下吧
chunk7687 电池编号是吧我看一下电柜的编号
chunk4090 我刚才充电我刚充上我感觉显示的不因为什么显示三瓦能不能取消一下我重新插一下
chunk5622 我这边是富春硅谷路园这边充电站区域很多六十伏电池都不够用四十八伏的没人用都是满的这分配的不合理
chunk2514 我现在来到这个定位没有找到那个电柜
chunk6292 我要退款押金然后我是之前付押金的时候是用微信付的
chunk4445 为什么我电池突然就没有电了
chunk6123 我电池换电插进去它不显示电池已经插进去怎么搞
chunk1493 我昨天晚上充电我不是啥预交了三块钱三块钱应该十二个小时我上面显示充了八个小时就充满了那为啥不退钱呀
chunk1707 咱电池寄存是扣天数吗套餐天数
chunk7407 我是站点的有一个骑手吧他套餐到期了想转天数池
chunk5903 我转接槽我放电池一起放进去了说能不能开箱
chunk4719 我们这边断线了
chunk237 首先我是第一次使用咱们软件然后是对我的电动车跟电池连接的话是有服务点吗还是说我自己能连接
chunk3041 我说电动车充电卡怎么充费呀
chunk758 你们电池是怎么租的
chunk4614 帮我转让一下套餐
chunk4946 我不是现在出了交通事故然后用不了了电瓶我想说我还我看着还有好几天我能寄存一下吗
chunk2484 我电池放进去之后他没给我弹开新电池出来然后就是这个电池柜里的
chunk6788 扣我五百块钱押什么钱呢
chunk6709 我电池放进去了但是它没弹出来呀
chunk8436 你帮我查一下我车现在是在移动还是怎么回事车没了现在我操我上完厕所突然没了
chunk1042 六十六十伏和六十max是什么意思它可以用的吗统一
chunk6235 我换电然后放进去了怎么另外一个都不跳出来了呢我都扫了好几次了都没有跳出来呀
chunk3533 咱电池不是带定位的吗你给我看一下我的车子也丢了
chunk5293 我现在是在成都用的电池然后我想去北京
chunk2555 用我身份证信息在你们这个换电是不是签约过一个什么东西啊
chunk3744 我从老家下来一趟我电池它跑不起来是不是我交一下费用就可以开起来呀
chunk2143 是支付宝支付的
chunk3187 我刚我的电池放进去了怎么现在弄不了了
chunk1203 因为我有一笔套餐退款你看显示吗什么时候能退
chunk3083 我箱子打开之后电池放进去了但是他好像没有到座底然后门就关上了它现在显示电池没放然后我箱子也开不开
chunk7993 就你们平台上面我的余额里头还有七毛三分钱为什么给我充不了电
chunk2695 我这边是江苏仪征宝能金丝利零售店这边的电池都不够用你们不能从这边增加一组电柜吗
chunk6822 我昨天晚上是六点二十一分充的电到夜里面一点四十一分吧就结束了我充的是十个小时为什么电没充满就结束了呢就断电了呢
chunk1268 我充电他说什么充电异常然后直接结束了充电然后把钱扣了之后没有退款的
chunk3639 我想退电就换个那六十伏max是怎么弄
chunk1338 换电有什么显示让我让我选择套餐是一包一个月的三百三我选择的是按天数计算就点了两天五十没有什么提示
chunk5669 我充电小斑马我现在想在卡里面充钱怎么每次我总是找不到
chunk8450 我套餐怎么续不了
chunk3648 我用安卓手机可以登录用苹果怎么登录不了呢用苹果它一直是用什么小程序来登录小程序那里一直叫我实名我现在已经实名完了
chunk5599 这锂换电我在国庆节期间套餐到期了未续费系统扣我50块钱是什么情况
chunk5164 你们换电线材他都是电瓶车的连接线吗
chunk3866 我是15250726六十6然后使用号码我没带在身上嘛我来换电的时候电池放进去了以后就没反应了
chunk2350 我在那个无锡市惠山区万达这个饭店这边我电池塞进去了他没有给我吐出来
chunk6432 我这边扫码他有两个空箱我打不开
chunk8440 我是刚买了一个套餐六十伏的现在我放车子走不动我想转换一个四十八伏的等我但是我换了之后他可以再换回去六十吗
chunk1613 我现在不是免押金租的车嘛是吧
chunk1747 你们现在有个六十max的电池了是吧
chunk3331 你们有没有广告业务
chunk6369 这里我刚有个电池我放进去充了有个电池准备满了扫不出来了
chunk1208 我现在异地换电换不了我输个号码给你202
chunk425 换电柜这边满了我换电换不了
chunk3505 我现在刚在这锂电池换电然后把旧电池放进去舱门打不开
chunk1914 我换电池电池放进去了它柜子弹不开了
chunk2596 我现在用了这锂电池现在怎么变了找不到电瓶了呀我都跑了两个小时了快都没找到
chunk1121 帮我查一下手机号的电瓶现在位置在哪里
chunk6746 我刚才电瓶放在四号仓了放进去了他打不开
chunk803 我电池存进去了它是仓位没开取不到新电池
chunk5545 18193287743
chunk3031 我刚才买了个线没出来
chunk6843 我现在是在齐河这边原来这边有换电柜怎么没有了呢
chunk1134 我电池不小心扔进去了现在扫不出来怎么搞
chunk4455 我这边还一下电池你把柜子帮我开一下吧我朋友在帮我还
chunk3617 我电池可以帮我打开一下吗我骑过去还电
chunk6859 我什么电池转接线坏了在哪里在哪里拿
chunk8394 租电池的话需要配备什么样的电动电动车呀
chunk3497 我今我这边用咱们配电柜的电池奥我今天看到有人有用大号电池的我这怎么换呀
chunk8435 假如说我购买的套餐假是不是从我借出电池开始计算时间还是说我购买套餐的那时候就已经开始计算时间
chunk5905 这个套餐你家换电的是用什么转接头的呀
chunk1415 我是北京市一个自行车的电动自行车充电的用户前两天充电交了一元钱只充了四十四分钟就给我断了你能帮我查吗我的另一个手机号
chunk1724 刚才我换完电池之后取了新电池不小心把电池送回去门关上了
chunk1272 我准备从今天开始寄存但是我看他选项好像不符合我我想寄存到下个月九号他是怎么选的能这样讲吗好
chunk3837 放不进去不行我骑不了他这边都是铁的电池要不你把我刚换的能不能还退给我三号的我刚换进去换电的还有七十多
chunk3 我怎么感觉我的套餐少一天呀
chunk318 我邀请好友收益为嘛提不了现一直显示提现失败
chunk1174 我这边原本的话不是零押金的吗我看我这边支付宝给我扣的五百块钱的应该是押金吧
chunk4241 我电池现在说是已保护无法使用他一会儿还能使用吗
chunk7595 我的电池在怎么突然没有电了
chunk1468 我是山东营这边山东营这边一个一个小区装的充电桩有好几个坏了那怎么口都堵了你们能派人来修吗
chunk3943 我前面买了一个好像十一天的套餐是吧然后面没用了然后直接退了钱到帐没有你看一下了我都没收到消息的
chunk1392 我刚购买的电池它里面没有转换头吗
chunk558 我怎么换不了线呢现在
chunk2521 我的六号电池放进去然后就没出来电池要换电池就没换成功
chunk7703 他说这边有个换电站可以换电我这边已经没电了
chunk693 刚才我充电怎么扫了两块钱怎么充进去呢
chunk3501 我电池我没有用我已经归还了他为什么时间还是少了呀
chunk7317 我这儿有块电池被人偷走了我如果要赔偿的话要赔多少钱
chunk6584 我想安个别人的电瓶我想使怎么输出进去
chunk6081 202210315039
chunk7298 我现在把电池寄存几天扫码了寄存不了
chunk8223 我这电池塞进去之后他不给我换了
chunk2010 咱们这儿在上海有业务吗有电池柜吗
chunk942 不能搞没有我电池被偷了怎么办呢
chunk6213 你转接线我已经换了好多次了他转接线用了一段时间就会插不进去
chunk898 怎么我做的锂电池租来之后插头好像是要用一个转接头是不是才能插
chunk5157 我通过这站点的话来扫了下载的锂换电你具体的操作流程跟收费是怎么样的
chunk2447 我那个电池我给他存进去了但是过一会儿它就显示你退电未成功
chunk1348 我想咱们这里还电先有个优惠优惠
chunk5657 我昨天才换的电池如果还有电今天早上就显示亏电你电池是不是有问题
chunk6525 我电池可以存先吗我先不用先存先到时候用了再拿
chunk2633 给我看一下博鳌苑电柜在哪儿我找不到
chunk7507 我的电池换进去了箱子马上我电瓶放里去了但是他提示我卡着我带着扫码得吃饭
chunk7883 我账号不是有个套餐嘛然后到期了我前两天我就开始尝试还电池但是都还电池失败说没有空位怎么处理呢
chunk4138 还是发生反应多长时间能不能去解决一下
chunk351 我电池走到这里一点电都没有了但是这电柜满了我放不了电池
chunk4399 我这换了个电我没取出来我把窗门关了你给我重新开一下行不行
chunk1662 我不是换了max嘛六十伏max的
chunk1711 我电池放错格口了
chunk7601 我跟我朋友电瓶重新电池重新换了一下然后我现在放扫不出来是什么情况
chunk4458 他这边有一个换电箱但是我这边换不了电什么情况
chunk6534 我刚换了一个租了一个电池我们线没有的怎么弄
chunk1152 我电池放在电池柜里面然后电池没出来了
chunk8303 我的寄存电瓶为啥现在到那寄存不掉咋回事
chunk3764 说你们刚买不能退款吗没有使用说暂时不使用了我都没用一次都没用
chunk5229 我还电为什么它电池不显示他说还电失败
chunk4439 我电池退完之后就没有事了是吗还退押金呢退了多少
chunk6510 我刚换电的时候电线不小心落里边了你能帮我把电池再给我打开吗
chunk4935 我电池被吞掉了呀
chunk7737 我前几天来了这锂换电然后的话我刚在小程序里不小心点了取电激活然后又把它点寄存了他就给我少了一天
chunk1371 我刚才把这锂换电池了把电池门打开了放进去了电池门不弹没打开
chunk6417 那就行我把之前注销了到时候重新再下重新再注册到浙江那就好使了呗是不是
chunk8373 我那把旧电池放里头吧然后新电池没出来
chunk7220 租电瓶的转接头是自己要拿去修车店里改吗
chunk211 我电池换了我接上去它通电了它车上不走是怎么回事
chunk4926 我想用一下这锂换电他首放的话首次去拿的话要在哪里拿呀
chunk2013 然后我芝麻分六百五十分怎么不能免押呀
chunk7110 我要还电
chunk1461 我看咱们换电说了一个什么四十八max的电池是吧
chunk3105 这边有个柜子说但是它门全是关着的为什么我扫码的话它上面还显示请关闭打开的箱门但是它柜门全部关着关死了呀
chunk790 我的电池被吞了
chunk2646 过年回家电池忘续租
chunk598 本机号码绑定的一个套餐怎么现在我上一个都还没用完他就给我已经取消了这是怎么回事
chunk6762 我之前注册了一个号买了套餐但是手机号我现在换了个手机手机号不用了我要怎么登录
chunk7693 我现在这锂换电我存电池存电池然后它这里写的是退电失败但是我在我的主页上面看到的又是套餐寄存中是什么意思
chunk346 我电池放进去它的对门不开呀
chunk999 我有一个之前有一个号码然后注册了一个账号然后还有一个放开服务但是呢我手机号码已经注销了那我怎么更换手机号码
chunk4600 我刚才我换进去然后我三号柜放进去的电然后二号柜没出来呀我扫码之后
chunk1725 我现在这换电了已经没电了找到快递柜怎么找不到呀换电柜找不到呀
chunk8447 帮我换一下六十伏的我现在是四十八伏
chunk5409 我十二点钟刚找到打充电这会儿电都断了怎么弄
chunk638 我电池放进去它没有反应灯也不亮旧电池
chunk4815 押金是要怎么退的但是我用的是支付宝
chunk6237 我之前我这有个退款你给我查咋还没给我退回来呢
chunk2939 我的换电的门没关我这扫了一下门也没开门开的了七号门开的我放电去就
chunk4650 我已经申请退押金了但我押金没有给
